public_id,format,version,created_at,bytes,width,height,secure_url
bradstock14,jpg,1660775258,17-08-2022,5124254,5760,8640,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775258/bradstock14.jpg
bradstock13_yei49o,jpg,1660775413,17-08-2022,2021527,4160,6240,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775413/bradstock13_yei49o.jpg
bradstock13_v1zn1e,jpg,1660828067,18-08-2022,2021527,4160,6240,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828067/bradstock13_v1zn1e.jpg
bradstock13_rqifpc,jpg,1660775493,17-08-2022,2021527,4160,6240,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775493/bradstock13_rqifpc.jpg
bradstock13_mgkb7d,jpg,1660828212,18-08-2022,2021527,4160,6240,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828212/bradstock13_mgkb7d.jpg
bradstock13_k1ywfa,jpg,1660828326,18-08-2022,2021527,4160,6240,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828326/bradstock13_k1ywfa.jpg
bradstock13_jtlpvm,jpg,1660828402,18-08-2022,2021527,4160,6240,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828402/bradstock13_jtlpvm.jpg
bradstock13_fpxetx,jpg,1660775729,17-08-2022,2021527,4160,6240,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775729/bradstock13_fpxetx.jpg
bradstock13_ff6kp0,jpg,1660775550,17-08-2022,2021527,4160,6240,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775550/bradstock13_ff6kp0.jpg
bradstock13_atthuz,jpg,1660775652,17-08-2022,2021527,4160,6240,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775652/bradstock13_atthuz.jpg
bradstock13,jpg,1660775257,17-08-2022,2021527,4160,6240,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775257/bradstock13.jpg
bradstock12_zouswk,jpg,1660775493,17-08-2022,2600489,4024,6048,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775493/bradstock12_zouswk.jpg
bradstock12_xq0c13,jpg,1660775550,17-08-2022,2600489,4024,6048,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775550/bradstock12_xq0c13.jpg
bradstock12_vv4zri,jpg,1660775651,17-08-2022,2600489,4024,6048,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775651/bradstock12_vv4zri.jpg
bradstock12_v7zppb,jpg,1660828212,18-08-2022,2600489,4024,6048,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828212/bradstock12_v7zppb.jpg
bradstock12_jqn3re,jpg,1660775729,17-08-2022,2600489,4024,6048,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775729/bradstock12_jqn3re.jpg
bradstock12_hu1rea,jpg,1660828401,18-08-2022,2600489,4024,6048,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828401/bradstock12_hu1rea.jpg
bradstock12_fbmenj,jpg,1660828066,18-08-2022,2600489,4024,6048,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828066/bradstock12_fbmenj.jpg
bradstock12_e9pwnz,jpg,1660828326,18-08-2022,2600489,4024,6048,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828326/bradstock12_e9pwnz.jpg
bradstock12_du6iqe,jpg,1660775413,17-08-2022,2600489,4024,6048,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775413/bradstock12_du6iqe.jpg
bradstock12,jpg,1660775257,17-08-2022,2600489,4024,6048,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775257/bradstock12.jpg
bradstock11_z2nnwe,jpg,1660828067,18-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828067/bradstock11_z2nnwe.jpg
bradstock11_yavyum,jpg,1660775492,17-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775492/bradstock11_yavyum.jpg
bradstock11_y7zmnm,jpg,1660828211,18-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828211/bradstock11_y7zmnm.jpg
bradstock11_vrcntw,jpg,1660775549,17-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775549/bradstock11_vrcntw.jpg
bradstock11_phj90s,jpg,1660775411,17-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775411/bradstock11_phj90s.jpg
bradstock11_iz1pc5,jpg,1660775728,17-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775728/bradstock11_iz1pc5.jpg
bradstock11_hgijw6,jpg,1660828325,18-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828325/bradstock11_hgijw6.jpg
bradstock11_gmsdy5,jpg,1660828401,18-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828401/bradstock11_gmsdy5.jpg
bradstock11_case2i,jpg,1660775650,17-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775650/bradstock11_case2i.jpg
bradstock10_uflo10,jpg,1660828325,18-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828325/bradstock10_uflo10.jpg
bradstock10_rebhke,jpg,1660775549,17-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775549/bradstock10_rebhke.jpg
bradstock10_qy9wtm,jpg,1660828401,18-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828401/bradstock10_qy9wtm.jpg
bradstock10_q08umo,jpg,1660828211,18-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828211/bradstock10_q08umo.jpg
bradstock10_n7cjck,jpg,1660775728,17-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775728/bradstock10_n7cjck.jpg
bradstock10_mjfyul,jpg,1660775650,17-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775650/bradstock10_mjfyul.jpg
bradstock10_fxtpmh,jpg,1660775492,17-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775492/bradstock10_fxtpmh.jpg
bradstock10_dvipk3,jpg,1660828066,18-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660828066/bradstock10_dvipk3.jpg
bradstock10_dvar1y,jpg,1660775411,17-08-2022,4163895,6262,4175,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775411/bradstock10_dvar1y.jpg
bradstock1,jpg,1660775253,17-08-2022,2293957,4016,5020,https://res.cloudinary.com/brad-cloudinary/image/upload/v1660775253/bradstock1.jpg
brad_stock_3111,jpg,1657303769,08-07-2022,664048,2844,2398,https://res.cloudinary.com/brad-cloudinary/image/upload/v1657303769/brad_stock_3111.jpg
brad_stock_116,jpg,1655818104,07-06-2022,5124254,5760,8640,https://res.cloudinary.com/brad-cloudinary/image/upload/v1655818104/brad_stock_116.jpg
ben-weber-r-krWscXjvQ-unsplash,jpg,1692136099,15-08-2023,3762876,2961,4453,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692136099/ben-weber-r-krWscXjvQ-unsplash.jpg
avatar-1577909_640,png,1692823651,23-08-2023,19005,640,640,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692823651/avatar-1577909_640.png
air-jordan-8-retro-mens-shoes-GqvwTv,jpg,1696353999,03-10-2023,153547,1728,2160,https://res.cloudinary.com/brad-cloudinary/image/upload/v1696353999/air-jordan-8-retro-mens-shoes-GqvwTv.jpg
air-jordan-1-low-womens-shoes-Bz4GT4,png,1696423127,04-10-2023,4756947,2880,3600,https://res.cloudinary.com/brad-cloudinary/image/upload/v1696423127/air-jordan-1-low-womens-shoes-Bz4GT4.png
adrian-fernandez-t1jlLrsMpjc-unsplash,jpg,1692725698,22-08-2023,448383,2552,2553,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692725698/adrian-fernandez-t1jlLrsMpjc-unsplash.jpg
Untitled-1,psd,1657900052,15-07-2022,5444796,1920,1080,https://res.cloudinary.com/brad-cloudinary/image/upload/v1657900052/Untitled-1.psd
Time_Lapse_Video_Of_Night_Sky,mp4,1657291947,08-07-2022,2076845,1280,720,https://res.cloudinary.com/brad-cloudinary/video/upload/v1657291947/Time_Lapse_Video_Of_Night_Sky.mp4
Test/n2hpw6tz1ua2cjubwqhf.csv,csv,1696004664,29-09-2023,42,,,https://res.cloudinary.com/brad-cloudinary/raw/upload/v1696004664/Test/n2hpw6tz1ua2cjubwqhf.csv
Screenshot_2023-10-07_at_1.45.44_PM,png,1696700929,07-10-2023,106077,1120,532,https://res.cloudinary.com/brad-cloudinary/image/upload/v1696700929/Screenshot_2023-10-07_at_1.45.44_PM.png
Screenshot_2023-10-04_at_8.45.08_AM,png,1696423519,04-10-2023,181682,518,529,https://res.cloudinary.com/brad-cloudinary/image/upload/v1696423519/Screenshot_2023-10-04_at_8.45.08_AM.png
Pet_Wrap_2011_-_Midstates_mills.indd,indd,1692716955,22-08-2023,14999552,256,205,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692716955/Pet_Wrap_2011_-_Midstates_mills.indd.indd
Nintendo/mario_and_friends,png,1692113452,15-08-2023,304648,585,420,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113452/Nintendo/mario_and_friends.png
Nintendo/image-3,jpg,1697192728,13-10-2023,2455777,3000,4000,https://res.cloudinary.com/brad-cloudinary/image/upload/v1697192728/Nintendo/image-3.jpg
Nintendo/hac-ss-controllers-registering-as-attached,jpg,1692113530,15-08-2023,36022,600,337,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113530/Nintendo/hac-ss-controllers-registering-as-attached.jpg
Nintendo/hac-screenshot-user_settings,jpg,1692113526,15-08-2023,87631,1280,720,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113526/Nintendo/hac-screenshot-user_settings.jpg
Nintendo/hac-screenshot-systemsettings-system_update,jpg,1692113522,15-08-2023,92428,1280,720,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113522/Nintendo/hac-screenshot-systemsettings-system_update.jpg
Nintendo/hac-screenshot-homemenu_userpage,jpg,1692113519,15-08-2023,91441,1280,720,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113519/Nintendo/hac-screenshot-homemenu_userpage.jpg
Nintendo/OLED_remove_joy-con,jpg,1692113453,15-08-2023,50938,1280,820,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113453/Nintendo/OLED_remove_joy-con.jpg
Nintendo/OLED_plug_into_dock_outlet_tv,jpg,1692113452,15-08-2023,30136,1280,720,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113452/Nintendo/OLED_plug_into_dock_outlet_tv.jpg
Nintendo/OLED_microSD,jpg,1692113452,15-08-2023,57234,640,400,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113452/Nintendo/OLED_microSD.jpg
Nintendo/OLED_dock_cover_removed_white_AC_HDMI,jpg,1692113452,15-08-2023,68011,1280,720,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113452/Nintendo/OLED_dock_cover_removed_white_AC_HDMI.jpg
Nintendo/OLED_dock_cover_removed_white,jpg,1692113452,15-08-2023,37956,1280,720,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113452/Nintendo/OLED_dock_cover_removed_white.jpg
Nintendo/OLED_attaching_joy-con,jpg,1692113452,15-08-2023,40404,640,400,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692113452/Nintendo/OLED_attaching_joy-con.jpg
HarryPotter_UPDATEDLogo,png,1658456845,21-07-2022,136408,3699,1347,https://res.cloudinary.com/brad-cloudinary/image/upload/v1658456845/HarryPotter_UPDATEDLogo.png
EXPIRED_brad_stock_389,jpg,1658243905,19-07-2022,2382685,6048,4024,https://res.cloudinary.com/brad-cloudinary/image/upload/v1658243905/EXPIRED_brad_stock_389.jpg
EXPIRED_brad_stock_377,jpg,1658243905,19-07-2022,2476388,5568,3712,https://res.cloudinary.com/brad-cloudinary/image/upload/v1658243905/EXPIRED_brad_stock_377.jpg
EXPIRED_brad_stock_373,jpg,1658243906,19-07-2022,2186143,3936,2624,https://res.cloudinary.com/brad-cloudinary/image/upload/v1658243906/EXPIRED_brad_stock_373.jpg
EXPIRED_brad_stock_366,jpg,1658243905,19-07-2022,2508792,3857,5786,https://res.cloudinary.com/brad-cloudinary/image/upload/v1658243905/EXPIRED_brad_stock_366.jpg
DSC04787,tiff,1695841033,27-09-2023,58263692,5476,8214,https://res.cloudinary.com/brad-cloudinary/image/upload/v1695841033/DSC04787.tiff
CC827F88-4F82-46C6-BC50-D7DE9DFDAC97_1_105_c,jpg,1657583671,11-07-2022,255081,1024,769,https://res.cloudinary.com/brad-cloudinary/image/upload/v1657583671/CC827F88-4F82-46C6-BC50-D7DE9DFDAC97_1_105_c.jpg
80E757FF-D2E0-40D5-84F3-C7C23A3FBA5A_1_105_c,jpg,1657583741,11-07-2022,588930,1024,769,https://res.cloudinary.com/brad-cloudinary/image/upload/v1657583741/80E757FF-D2E0-40D5-84F3-C7C23A3FBA5A_1_105_c.jpg
406417BC-C171-41D2-8393-2DC8D0C68317_1_105_c,jpg,1657583716,11-07-2022,610111,769,1024,https://res.cloudinary.com/brad-cloudinary/image/upload/v1657583716/406417BC-C171-41D2-8393-2DC8D0C68317_1_105_c.jpg
3600x1300_Pikmin_4_Web_Test_-Free_Demo_Avaiilable_EN,jpg,1692119956,15-08-2023,183900,1500,542,https://res.cloudinary.com/brad-cloudinary/image/upload/v1692119956/3600x1300_Pikmin_4_Web_Test_-Free_Demo_Avaiilable_EN.jpg
19444024.tif,tiff,1694719229,14-09-2023,18498862,1867,2400,https://res.cloudinary.com/brad-cloudinary/image/upload/v1694719229/19444024.tif.tiff
139C8293-CB4C-418C-BD23-DB445B3E0C5C_1_102_o,jpg,1657583735,11-07-2022,419487,2048,1536,https://res.cloudinary.com/brad-cloudinary/image/upload/v1657583735/139C8293-CB4C-418C-BD23-DB445B3E0C5C_1_102_o.jpg
